roll,quota,AIR,caste,PwD,choice,institute_code,institute,degree,alloted_category,alloted_ph,round
3802040380,All India ,178,General,NO,4,200498,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI,ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi, Delhi (NCT), 110001",MBBS,Open,NO,1
2807010215,Open Seat Quota ,179,OBC,NO,1,200502,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029MBBS Other Backward Class",B.Sc. Nursing,(OBC-NCL),NO,1
3903200099,Open Seat Quota ,180,EW,NO,1,200502,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",MBBS,General-EWS,NO,1
3903280069,All India ,181,General,NO,4,200498,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI,ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi, Delhi (NCT), 110001",MBBS,Open,NO,1
2808380002,Open Seat Quota ,182,General,NO,1,200521,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,NO,1
3902060107,Open Seat Quota ,183,General,NO,2,200505," AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005 ",MBBS,Open,NO,1
2809030332,Open Seat Quota ,185,OBC,NO,1,200502,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029MBBS Other Backward Class",B.Sc. Nursing,(OBC-NCL),NO,1
3803030748,Open Seat Quota ,186,OBC,NO,1,200502,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029MBBS Other Backward Class",B.Sc. Nursing,(OBC-NCL),NO,1
3904030594,Open Seat Quota ,188,General,NO,1,200505," AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005 ",MBBS,Open,NO,1
2001800059,Open Seat Quota ,189,EW,NO,1,200502,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",MBBS,General-EWS,NO,1
3102040436,All India ,190,General,NO,4,200498,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI,ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi, Delhi (NCT), 110001",MBBS,Open,NO,1
1203010821,Open Seat Quota ,191,General,NO,2,200521,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,NO,1
2001450559,All India ,192,OBC,NO,2,200495,"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029MBBS Other Backward Class",B.Sc. Nursing,(OBC-NCL),NO,1
2001550210,Delhi University Quota ,193,General,NO,3,200449,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar MargNew Delhi, Delhi (NCT), 110002",MBBS,Open,NO,1
2201050010,All India ,194,General,NO,1,200137,"B.J. MEDICAL COLLEGE, AHMEDABAD,B J Medical College, New Civil Hospital Campus, Asarwa, Ahmedabad 380016, Gujarat, 380016",MBBS,Open,NO,1
2712030505,Open Seat Quota ,195,General,NO,3,200521,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,NO,1
2807110081,Open Seat Quota ,196,General,NO,1,200521,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,NO,1
2708130183,Foreign Country Quota ,197,General,NO,1,200502,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",MBBS,Open,NO,1
3923060300,Open Seat Quota ,198,OBC,NO,2,200505," AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005 ",MBBS,Open,NO,1
2808070151,Open Seat Quota ,199,OBC,NO,2,200521,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,NO,1
2807150246,Open Seat Quota ,200,General,NO,2,200521,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,NO,1
2807050148,Open Seat Quota ,201,General,NO,2,200521,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,NO,1
4407100313,Open Seat Quota ,202,SC,NO,1,200502,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029MBBS Schedule",B.Sc. Nursing,Caste(SC),NO,1
3923210388,All India ,203,General,NO,4,200498,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI,ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi, Delhi (NCT), 110001",MBBS,Open,NO,1
3110510168,Open Seat Quota ,204,General,NO,2,200521,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,NO,1
4402040206,Delhi University Quota ,205,OBC,NO,2,200449,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar MargNew Delhi, Delhi (NCT), 110002",MBBS,Open,NO,1
3622020218,Open Seat Quota ,206,OBC,NO,2,200504,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019, Odisha, 751019",MBBS,Open,NO,1
2808020713,Open Seat Quota ,207,OBC,NO,2,200521,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,NO,1
3904090286,Open Seat Quota ,208,General,NO,1,200505," AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005 ",MBBS,Open,NO,1
3924040220,Open Seat Quota ,209,SC,NO,1,200502,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029MBBS Schedule",B.Sc. Nursing,Caste(SC),NO,1
3111110535,Open Seat Quota ,210,OBC,NO,2,200503," AIIMS-Bhopal,,SAKET NAGAR BHOPAL, Madhya Pradesh, 462020 ",MBBS,Open,NO,1
2306100207,Delhi University Quota ,211,General,NO,2,200449,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar MargNew Delhi, Delhi (NCT), 110002",MBBS,Open,NO,1
2208010626,All India ,212,General,NO,5,200450,"University College of Medical Sciences, New Delhi,Dilshad Garden, Delhi (NCT), 110095",MBBS,Open,NO,1
3003120225,Open Seat Quota ,213,General,NO,5,200503," AIIMS-Bhopal,,SAKET NAGAR BHOPAL, Madhya Pradesh, 462020 ",MBBS,Open,NO,1
3604100505,Open Seat Quota ,214,EW,NO,1,200502,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",MBBS,General-EWS,NO,1
4201100541,Open Seat Quota ,215,General,NO,2,200521,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,NO,1
3605110311,Open Seat Quota ,216,General,NO,2,200504,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019, Odisha, 751019",MBBS,Open,NO,1
4201500136,All India ,217,OBC,NO,2,200449,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar MargNew Delhi, Delhi (NCT), 110002MBBS Other Backward Class",B.Sc. Nursing,(OBC-NCL),NO,1
2712130469,Open Seat Quota ,218,General,NO,2,200521,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,NO,1
4201020831,Open Seat Quota ,219,ST,NO,1,200502,"AIIMS, New Delhi,AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029MBBS Schedule",B.Sc. Nursing,Tribe(ST),NO,1
4613060012,Open Seat Quota ,220,General,NO,2,200514,"AIIMS, Kalyani,NH-34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",MBBS,Open,NO,1
1201030368,Open Seat Quota ,221,General,NO,2,200510,"AIIMS Mangalagiri ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES NEAR TADEPALLIMANGALAGIRIGUNTUR (Dt)ANDHRA PRADESH, Andhra Pradesh, 522503",MBBS,Open,NO,1
3019010035,Open Seat Quota ,222,OBC,NO,2,200503," AIIMS-Bhopal,,SAKET NAGAR BHOPAL, Madhya Pradesh, 462020 ",MBBS,Open,NO,1
3905130484,All India ,223,General,NO,5,200450,"University College of Medical Sciences, New Delhi,Dilshad Garden, Delhi (NCT), 110095",MBBS,Open,NO,1
1402210373,Open Seat Quota ,224,General,NO,4,200505," AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005 ",MBBS,Open,NO,1
4113010150,Open Seat Quota ,225,General,NO,1,200521,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,NO,1
3923170222,Open Seat Quota ,226,EW,NO,2,200505," AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005 ",MBBS,Open,NO,1
4604040188,Open Seat Quota ,227,General,NO,2,200504,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019, Odisha, 751019",MBBS,Open,NO,1
2501220178,Open Seat Quota ,228,General,NO,4,200503," AIIMS-Bhopal,,SAKET NAGAR BHOPAL, Madhya Pradesh, 462020 ",MBBS,Open,NO,1
2209040295,Open Seat Quota ,229,General,NO,2,200505," AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005 ",MBBS,Open,NO,1
2807020661,Open Seat Quota ,230,OBC,NO,2,200521,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,NO,1
3108120291,Open Seat Quota ,231,General,NO,2,200521,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,NO,1
2201080469,All India ,232,General,NO,1,200137,"B.J. MEDICAL COLLEGE, AHMEDABAD,B J Medical College, New Civil Hospital Campus, Asarwa, Ahmedabad 380016, Gujarat, 380016",MBBS,Open,NO,1
1224070158,Open Seat Quota ,233,OBC,NO,2,200521,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,NO,1
3903290020,All India ,234,OBC,NO,2,200449,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar MargNew Delhi, Delhi (NCT), 110002MBBS Other Backward Class",B.Sc. Nursing,(OBC-NCL),NO,1
3902030417,Open Seat Quota ,235,General,NO,4,200405,"INST.OF MED.SCIENCES, BHU,VARANASI,Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 211005",MBBS,Open,NO,1
1402180451,Open Seat Quota ,236,General,NO,2,200504,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019, Odisha, 751019",MBBS,Open,NO,1
4604010459,Open Seat Quota ,237,General,NO,2,200504,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019, Odisha, 751019",MBBS,Open,NO,1
4606010197,All India ,238,OBC,NO,2,200495,"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029MBBS Other Backward Class",B.Sc. Nursing,(OBC-NCL),NO,1
1220010064,Open Seat Quota ,239,General,NO,2,200521,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,NO,1
3103030156,Open Seat Quota ,240,General,NO,2,200509,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",MBBS,Open,NO,1
2306100117,Open Seat Quota ,241,General,NO,2,200507,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESHUttarakhand - 249203, Uttarakhand, 249203",MBBS,Open,NO,1
2209020127,All India ,242,General,NO,1,200142,"MEDICAL COLLEGE, BARODA,Government Medical College Baroda, Anandpura, Vadodara Pin No 390001, Gujarat, 390001",MBBS,Open,NO,1
3923450117,Open Seat Quota ,244,OBC,NO,2,200505," AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005 ",MBBS,Open,NO,1
3115180300,All India ,245,General,NO,5,200450,"University College of Medical Sciences, New Delhi,Dilshad Garden, Delhi (NCT), 110095",MBBS,Open,NO,1
3112040640,All India ,246,OBC,NO,2,200449,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar MargNew Delhi, Delhi (NCT), 110002MBBS Other Backward Class",B.Sc. Nursing,(OBC-NCL),NO,1
3925010068,Open Seat Quota ,247,OBC,NO,2,200505," AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005 ",MBBS,Open,NO,1
1601010825,Open Seat Quota ,248,General,NO,2,200505," AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005 ",MBBS,Open,NO,1
3923490418,All India ,249,OBC,NO,2,200495,"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029MBBS Other Backward Class",B.Sc. Nursing,(OBC-NCL),NO,1
2316020203,Delhi University Quota ,250,General,NO,3,200449,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar MargNew Delhi, Delhi (NCT), 110002",MBBS,Open,NO,1
4435020211,Open Seat Quota ,251,General,NO,3,200503," AIIMS-Bhopal,,SAKET NAGAR BHOPAL, Madhya Pradesh, 462020 ",MBBS,Open,NO,1
1502510015,All India ,252,OBC,NO,2,200495,"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029MBBS Other Backward Class",B.Sc. Nursing,(OBC-NCL),NO,1
3805040214,All India ,253,General,NO,5,200450,"University College of Medical Sciences, New Delhi,Dilshad Garden, Delhi (NCT), 110095",MBBS,Open,NO,1
1205080460,Open Seat Quota ,254,General,NO,2,200521,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,NO,1
3923200217,Open Seat Quota ,255,General,NO,2,200505," AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005 ",MBBS,Open,NO,1
4608200290,All India ,256,General,NO,5,200450,"University College of Medical Sciences, New Delhi,Dilshad Garden, Delhi (NCT), 110095",MBBS,Open,NO,1
4208080005,Open Seat Quota ,257,OBC,NO,2,200521,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,NO,1
3923160234,Open Seat Quota ,258,General,NO,2,200505," AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005 ",MBBS,Open,NO,1
2303030366,All India ,259,General,NO,2,200119,"GOVERNMENT MEDICAL COLLEGE AND HOSPITAL, CHANDIGAR,GOVERNMENT MEDICAL COLLEGE AND HOSPITAL, SECTOR 32, CHANDIGARH, Chandigarh, 160030",MBBS,Open,NO,1
3617020031,Open Seat Quota ,260,General,NO,2,200504,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019, Odisha, 751019",MBBS,Open,NO,1
2214010039,Open Seat Quota ,261,OBC,NO,2,200505," AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005 ",MBBS,Open,NO,1
3923440252,All India ,262,OBC,NO,2,200449,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar MargNew Delhi, Delhi (NCT), 110002MBBS Other Backward Class",B.Sc. Nursing,(OBC-NCL),NO,1
3108020584,Open Seat Quota ,263,OBC,NO,2,200521,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,NO,1
3903490310,Open Seat Quota ,264,EW,NO,2,200505," AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005 ",MBBS,Open,NO,1
4408050090,Open Seat Quota ,265,General,NO,3,200507,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESHUttarakhand - 249203, Uttarakhand, 249203",MBBS,Open,NO,1
3115140095,Open Seat Quota ,266,General,NO,2,200505," AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005 ",MBBS,Open,NO,1
1601030326,Delhi University Quota ,267,General,NO,3,200449,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar MargNew Delhi, Delhi (NCT), 110002",MBBS,Open,NO,1
1521010087,All India ,268,OBC,NO,2,200449,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar MargNew Delhi, Delhi (NCT), 110002MBBS Other Backward Class",B.Sc. Nursing,(OBC-NCL),NO,1
3923040675,All India ,269,EW,NO,2,200449,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar MargNew Delhi, Delhi (NCT), 110002",MBBS,General-EWS,NO,1
3903230017,All India ,270,OBC,NO,2,200449,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar MargNew Delhi, Delhi (NCT), 110002MBBS Other Backward Class",B.Sc. Nursing,(OBC-NCL),NO,1
3923140333,Open Seat Quota ,271,General,NO,1,200505," AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005 ",MBBS,Open,NO,1
3802020448,Open Seat Quota ,272,General,NO,4,200511,"AIIMS Bathinda ,Jodhpur Romana near Giani Zail Singh College Mandi Dabwali Road Bathinda, Punjab, 151001",MBBS,Open,NO,1
4108070054,Open Seat Quota ,273,General,NO,1,200521,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,NO,1
